,km,time
0,-2,0.8820000000000007
1,-2,1.0829999999999915
2,-2,0.9670000000000007
3,-2,0.9730000000000008
4,-2,0.9520000000000007
5,-2,0.9500000000000007
6,-2,1.0369999999999966
7,-2,0.9770000000000008
8,-2,0.8000000000000006
9,-2,1.015999999999999
10,-2,1.1309999999999862
11,-2,0.9570000000000007
12,-2,0.9460000000000007
13,-2,0.8580000000000007
14,-2,1.0739999999999925
15,-2,1.0359999999999967
16,-2,0.9290000000000007
17,-2,0.8590000000000007
18,-2,1.0649999999999935
19,-2,1.078999999999992
20,-2,1.09699999999999
21,-2,1.041999999999996
22,-2,0.9070000000000007
23,-2,0.9440000000000007
24,-2,1.0559999999999945
25,-2,0.8930000000000007
26,-2,0.8560000000000006
27,-2,0.8760000000000007
28,-2,1.069999999999993
29,-2,0.8760000000000007
30,-2,1.4439999999999518
31,-2,0.8920000000000007
32,-2,1.0849999999999913
33,-2,0.9110000000000007
34,-2,1.27899999999997
35,-2,0.9750000000000008
36,-2,1.0589999999999942
37,-2,0.8900000000000007
38,-2,1.1849999999999803
39,-2,1.0799999999999919
40,-2,1.2939999999999683
41,-2,0.7850000000000006
42,-2,1.2089999999999776
43,-2,1.2029999999999783
44,-2,0.8820000000000007
45,-2,1.051999999999995
46,-2,1.0589999999999942
47,-2,0.8970000000000007
48,-2,0.9700000000000008
49,-2,0.8480000000000006
50,-2,1.313999999999966
51,-2,1.0439999999999958
52,-2,0.8580000000000007
53,-2,0.9820000000000008
54,-2,0.9610000000000007
55,-2,1.1669999999999823
56,-2,0.8090000000000006
57,-2,0.9990000000000008
58,-2,0.9340000000000007
59,-2,1.1479999999999844
60,-2,1.0209999999999984
61,-2,0.8440000000000006
62,-2,1.2929999999999684
63,-2,0.9590000000000007
64,-2,1.0469999999999955
65,-2,0.9440000000000007
66,-2,0.8700000000000007
67,-2,0.8610000000000007
68,-2,1.2069999999999779
69,-2,0.9910000000000008
70,-2,1.1089999999999887
71,-2,1.0000000000000007
72,-2,1.1119999999999883
73,-2,1.2529999999999728
74,-2,1.0179999999999987
75,-2,1.0279999999999976
76,-2,1.1499999999999841
77,-2,0.9290000000000007
78,-2,1.0309999999999973
79,-2,1.0050000000000001
80,-2,0.8420000000000006
81,-2,0.9460000000000007
82,-2,0.9460000000000007
83,-2,0.8790000000000007
84,-2,1.069999999999993
85,-2,0.9230000000000007
86,-2,1.0739999999999925
87,-2,0.9530000000000007
88,-2,1.1269999999999867
89,-2,0.8780000000000007
90,-2,0.9050000000000007
91,-2,0.8610000000000007
92,-2,1.1089999999999887
93,-2,0.8670000000000007
94,-2,0.8820000000000007
95,-2,0.9710000000000008
96,-2,0.9690000000000007
97,-2,0.9000000000000007
98,-2,0.8600000000000007
99,-2,1.27899999999997
100,-2,1.0949999999999902
101,-2,1.0439999999999958
102,-2,0.8780000000000007
103,-2,1.0819999999999916
104,-2,1.0589999999999942
105,-2,1.0399999999999963
106,-2,0.8200000000000006
107,-2,1.0939999999999903
108,-2,0.9190000000000007
109,-2,0.9720000000000008
110,-2,0.8650000000000007
111,-2,0.9180000000000007
112,-2,0.8830000000000007
113,-2,0.9720000000000008
114,-2,1.3399999999999632
115,-2,1.1349999999999858
116,-2,0.9160000000000007
117,-2,0.9490000000000007
118,-2,0.8740000000000007
119,-2,0.9420000000000007
120,-2,1.0010000000000006
121,-2,0.8560000000000006
122,-2,0.8660000000000007
123,-2,0.9590000000000007
124,-2,0.9890000000000008
125,-2,1.0979999999999899
126,-2,1.0619999999999938
127,-2,0.9230000000000007
128,-2,0.9260000000000007
129,-2,0.9450000000000007
130,-2,0.9450000000000007
131,-2,0.8610000000000007
132,-2,0.9870000000000008
133,-2,1.0379999999999965
134,-2,1.042999999999996
135,-2,1.1369999999999856
