km,time
-2,0.8423160765695642
-2,1.2071015863610965
-2,0.9738658551590823
-2,0.9640440929656996
-2,0.625131850868674
-2,0.693592999873346
-2,0.7141768653219392
-2,0.9623769918484564
-2,0.6887329642458241
-2,0.9223322407072192
-2,0.7980779243075541
-2,0.8310304890005479
-2,1.0052135767922545
-2,1.180526480904584
-2,0.8891741605688324
-2,1.0845425241201048
-2,1.0169922082973188
-2,0.8156537879188539
-2,0.8922817979504475
-2,0.5925665400885991
-2,0.769597186348104
-2,0.8531467960698449
-2,0.8748027541724289
-2,0.9289034749333603
-2,0.7438124011383047
-2,0.8859109373763596
-2,0.9795355978360015
-2,0.8686610127725516
-2,0.7325650736696566
-2,1.0038658665660851
-2,0.7986221928871813
-2,1.0998302199657053
-2,0.9712481042375325
-2,1.1257401439943433
-2,0.7671881958570658
-2,1.0277471141955594
-2,0.9589500421701006
-2,1.0983137431687924
-2,0.8407972942881315
-2,0.7746049103148602
-2,0.9399584891797979
-2,1.1528775010972292
-2,1.2424957507282202
-2,1.037562099963529
-2,0.9274871189218933
-2,1.4213331254568977
-2,0.9666315406017865
-2,1.2412238524507813
-2,0.7746896554091148
-2,0.7384668476881396
-2,0.9601537363131543
-2,1.0006886567571747
-2,0.8079738785475695
-2,0.7666428151446547
-2,0.8633182073254133
-2,1.0605482868337384
-2,0.8206045882134552
-2,0.8113156955148026
-2,1.1364822854056833
-2,1.1934218856050036
-2,0.9797198410858079
-2,1.0473799324846542
-2,1.0661709683919727
-2,0.7462169077292397
-2,0.8862345855714653
-2,0.9896033185118024
-2,1.0218040866086944
-2,1.036126604086187
-2,1.2313455276566674
-2,1.5190327959096306
-2,0.9756266139991239
-2,0.6810655460690122
-2,0.898854044488224
-2,0.9436172325129717
-2,0.9106658994241951
-2,0.9566807770153981
-2,0.9313058287099113
-2,1.018068029760212
-2,0.7578317154585105
-2,1.0936295535295315
-2,0.7186311574254114
-2,0.7209039076140589
-2,0.7813982195871683
-2,1.0722004717556721
-2,0.6080556542926444
-2,1.016382052097069
-2,0.8831883910008221
-2,0.8556454213595727
-2,0.7151684029709483
-2,0.947318674937976
-2,1.1335121866497677
-2,0.9455128069436111
-2,1.2210708292597625
-2,1.2231907195535607
-2,0.8853897693570114
-2,0.8460053668261159
-2,0.8800146004465325
-2,0.780391757980952
-2,0.8089851618434247
-2,1.0540887192126185
-2,1.0563989484053096
-2,1.17547290378648
-2,0.8259829014652221
-2,0.8712407447091214
-2,0.9312033994203294
-2,0.7519037538908809
-2,1.0327582735156986
-2,0.8527722326999748
-2,1.1741338310234497
-2,0.8043623089159229
-2,0.6224003191208966
-2,0.8790022812527225
-2,0.9559022422215331
-2,0.7063611152501255
-2,1.09754419153521
-2,1.2818643801479555
-2,1.5500549161314996
-2,0.8756607361185962
-2,1.0947412964404246
-2,0.903930440263421
-2,0.925409194757378
-2,0.794866084946793
-2,0.6987461533634579
-2,1.2284860080858566
-2,0.7942591991252458
-2,0.7918310548695784
-2,0.9889883037203353
-2,1.3686133594166061
-2,0.8651663761089149
-2,1.727387189848859
-2,0.8595388698552348
-2,1.0076534862967896
-2,1.0826826018100661
-2,1.0859307565360168
-2,0.6617236740310605
-2,1.0534567176662313
-2,0.8831434389098738
-2,0.876233079654241
-2,1.14971996357564
-2,0.9020057367519129
-2,0.8817545196354771
-2,0.9553827091268579
-2,0.7406511350748355
-2,1.1594516272430628
-2,0.7777607811140711
-2,1.038902587893555
-2,0.9782158703018216
-2,1.0648529410506908
-2,1.3463619645282756
-2,0.6795155871048346
-2,1.0198232064459158
-2,1.297296408904525
-2,0.9354738175741037
-2,1.120196470181285
-2,0.9016830460563564
-2,0.879720990355998
-2,1.091163202501777
-2,1.0241790396865746
-2,1.0429480950560377
-2,0.72720264977546
-2,0.8191231227694847
-2,0.6083405907425943
-2,0.7199750013809547
-2,0.88975797431671
-2,0.9569430079647853
-2,0.7538967057905372
-2,0.7692484943769315
-2,1.086683304127152
-2,1.1132826728823448
-2,0.9449180383008721
-2,0.7076167000922693
-2,0.8465646082703601
-2,0.8546480193157538
-2,0.876550920085823
-2,1.4425004174450122
